1;2779.00;9.60;1825.00;small
1;2809.00;9.50;1833.00;small
2;2752.00;9.60;1837.00;small
2;2781.00;9.57;1872.00;small
3;2754.00;9.60;1916.00;small
3;2738.00;9.60;1949.00;small
4;2702.00;9.60;1874.00;small
4;2681.00;9.60;1848.00;small
5;2891.00;9.50;1811.00;small
5;2908.00;9.50;1844.00;small
6;2976.00;9.60;1903.00;small
6;2954.00;9.50;1846.00;small
7;2984.00;10.13;1769.00;big
7;2938.00;9.73;1796.00;big
8;3037.00;9.60;1840.00;big
9;3147.00;9.50;2008.00;big
9;3108.00;9.60;1953.00;big
10;3055.00;9.60;1982.00;big
10;3035.00;9.60;1931.00;big
11;2979.00;11.05;2059.00;big
11;2941.00;11.90;2002.00;big
12;3251.00;9.60;2156.00;big
12;3407.00;9.50;2182.00;big
12;3324.00;9.70;2196.00;big
12;3207.00;9.50;2157.00;big
12;3267.00;9.50;2211.00;big
13;3269.00;9.60;2059.00;big
13;3196.00;9.60;2043.00;big
14;3914.00;9.50;1992.00;big
14;3974.00;9.50;1900.00;big
14;3783.00;9.50;1917.00;big
14;3820.00;9.50;1943.00;big
14;3843.00;9.50;2027.00;big
14;3907.00;9.50;1929.00;big
14;3777.00;9.50;1986.00;big
14;3899.00;9.50;2043.00;big
14;3767.00;9.50;2031.00;big
16;2840.00;9.50;1909.00;big
16;2806.00;9.50;2044.00;big
17;3401.00;12.68;1074.00;big
17;3435.00;9.50;968.00;big
17;3427.00;13.82;1178.00;big
17;3548.00;10.98;1092.00;big
18;2850.00;9.50;1828.00;small
18;2768.00;9.50;1789.00;small
19;2887.00;9.50;1759.00;big
19;2816.00;9.50;1767.00;big
20;2831.00;9.50;1693.00;big
20;2896.00;10.30;1692.00;big
21;3032.00;12.78;1742.00;big
21;2955.00;9.65;1718.00;big
22;3051.00;9.55;1794.00;small
22;3109.00;10.68;1774.00;small
23;3001.00;9.93;1668.00;small
23;3054.00;9.60;1611.00;small
24;3066.00;9.78;1696.00;small
24;3131.00;11.95;1665.00;small
25;3235.00;9.50;1630.00;small
25;3162.00;9.55;1596.00;small
26;3250.00;9.50;1728.00;small
26;3209.00;9.50;1667.00;small
27;3180.00;10.48;1730.00;small
27;3105.00;9.60;1735.00;small
28;3365.00;9.70;1450.00;big
28;3506.00;9.60;1486.00;big
28;3406.00;10.30;1520.00;big
29;3130.00;9.50;1523.00;big
29;3040.00;9.50;1532.00;big
30;3369.00;9.50;1668.00;big
30;3270.00;9.50;1663.00;big
31;4056.00;9.90;1237.00;big
31;4037.00;9.60;1138.00;big
32;1249.00;9.50;239.00;big
32;1159.00;9.50;526.00;big
33;379.00;9.50;1974.00;big
33;632.00;9.50;1998.00;big
34;1465.00;9.50;1150.00;big
34;1550.00;9.60;1094.00;big
35;1736.00;9.50;333.00;big
35;1893.00;9.50;479.00;big
36;2052.00;12.48;2157.00;big
36;2215.00;15.45;2187.00;big
37;3224.00;9.60;1958.00;big
37;3180.00;9.50;1915.00;big
38;3132.00;9.60;1801.00;small
38;3123.00;9.50;1858.00;small
39;3210.00;9.50;1858.00;big
39;3200.00;9.50;1796.00;big
40;3572.00;9.50;1903.00;big
40;3640.00;9.57;1971.00;big
40;3564.00;9.50;1979.00;big
40;3650.00;9.60;1915.00;big
41;2737.00;10.10;1569.00;big
41;2703.00;10.13;1629.00;big
41;2785.00;11.10;1628.00;big
42;2744.00;9.50;1715.00;small
42;2678.00;9.50;1685.00;small
43;2661.00;9.50;1790.00;big
43;2618.00;9.50;1935.00;big
44;2247.00;9.50;2088.00;big
44;2446.00;9.50;2164.00;big
45;2658.00;9.50;2193.00;big
45;2886.00;9.50;2199.00;big
46;3476.00;9.50;2199.00;big
46;3195.00;9.50;2280.00;big
47;2540.00;9.50;1527.00;big
47;2596.00;9.50;1629.00;big
48;2624.00;9.50;1462.00;big
48;2536.00;9.50;1343.00;big
49;2420.00;9.50;1738.00;big
49;2314.00;9.50;1915.00;big
50;2084.00;9.50;1862.00;big
50;1801.00;9.60;2038.00;big
51;2236.00;9.50;1681.00;big
51;2272.00;9.50;1548.00;big
52;1367.00;9.50;1369.00;big
52;1335.00;9.50;1272.00;big
53;1611.00;9.50;1255.00;big
53;1855.00;9.50;1175.00;big
54;1784.00;9.50;1628.00;big
54;1706.00;9.50;1553.00;big
55;1882.00;9.50;1746.00;big
55;1874.00;9.50;1641.00;big
56;2043.00;9.50;1436.00;big
56;2068.00;9.50;1596.00;big
57;1870.00;9.50;1496.00;big
57;1810.00;9.50;1379.00;big
58;2390.00;9.50;1432.00;big
58;2250.00;9.50;1348.00;big
59;2061.00;9.50;1037.00;big
59;2050.00;9.50;1234.00;big
60;3793.00;9.50;832.00;big
60;3865.00;9.50;1036.00;big
61;2263.00;9.50;1016.00;big
61;2448.00;9.50;1144.00;big
62;2883.00;9.50;732.00;big
62;2704.00;9.50;901.00;big
63;1886.00;9.50;275.00;big
63;1660.00;9.50;65.00;big
64;2344.00;9.50;299.00;big
64;2069.00;9.50;210.00;big
65;3020.00;9.50;505.00;big
65;3283.00;9.50;304.00;big
66;2440.00;9.50;781.00;big
66;2197.00;9.50;519.00;big
67;2719.00;9.50;479.00;big
67;2850.00;9.50;141.00;big
68;2883.00;9.50;1600.00;big
68;2804.00;9.50;1547.00;big
69;3239.00;9.50;1495.00;big
69;3328.00;9.60;1515.00;big
70;3629.00;9.50;1625.00;big
70;3587.00;9.50;1660.00;big
71;4277.00;9.50;890.00;big
71;4084.00;9.50;851.00;big
72;4487.00;9.50;969.00;big
72;4362.00;9.50;1050.00;big
73;4425.00;9.50;1106.00;big
73;4424.00;9.50;1065.00;big
74;4143.00;9.50;586.00;big
74;4256.00;9.50;338.00;big
75;4647.00;9.50;1221.00;big
75;4545.00;9.50;1079.00;big
76;4828.00;9.50;1391.00;big
76;4705.00;9.63;1337.00;big
77;4739.00;9.50;1572.00;big
77;4726.00;9.50;1480.00;big
78;4884.00;9.50;1098.00;big
78;4893.00;9.50;1239.00;big
79;5021.00;9.50;1749.00;big
79;4922.00;9.50;1604.00;big
80;4717.00;9.50;1024.00;big
80;4703.00;9.50;1106.00;big
81;5112.00;9.50;747.00;big
81;5250.00;9.50;686.00;big
82;4972.00;9.50;723.00;big
82;4963.00;9.50;803.00;big
83;5437.00;9.50;691.00;big
83;5295.00;9.50;843.00;big
84;5034.00;9.50;1050.00;big
84;5186.00;9.60;917.00;big
85;3628.00;9.50;510.00;big
85;3882.00;9.50;539.00;big
86;5484.00;9.50;376.00;big
86;5257.00;9.50;318.00;big
87;5109.00;9.50;1796.00;big
87;5235.00;9.50;1947.00;big
88;117.00;9.50;1924.00;big
88;5510.00;9.50;1940.00;big
89;833.00;9.50;1587.00;big
89;904.00;9.50;1434.00;big
90;4957.00;9.50;1471.00;big
90;5073.00;9.50;1576.00;big
91;4896.00;9.50;843.00;big
91;4813.00;9.50;867.00;big
92;4648.00;9.50;722.00;big
92;4748.00;9.50;775.00;big
93;4691.00;10.18;920.00;big
93;4786.00;9.50;935.00;big
94;5025.00;9.50;1346.00;big
94;5142.00;9.50;1223.00;big
95;5466.00;9.50;1416.00;big
95;65.00;9.50;1310.00;big
96;5445.00;9.50;1728.00;big
96;6.00;9.50;1621.00;big
97;5462.00;9.50;1048.00;big
97;122.00;9.50;753.00;big
98;4773.00;9.50;293.00;big
98;4952.00;9.50;361.00;big
99;4474.00;9.50;744.00;big
99;4498.00;9.50;475.00;big
100;3545.00;9.50;1148.00;big
100;3376.00;9.50;1357.00;big
101;4266.00;9.50;1157.00;big
101;4118.00;9.50;1118.00;big
102;3610.00;9.50;1010.00;big
102;3510.00;9.50;839.00;big
103;3469.00;9.50;683.00;big
103;3392.00;9.50;580.00;big
104;3860.00;9.50;1263.00;big
104;3746.00;9.50;1186.00;big
105;273.00;9.50;1240.00;big
105;433.00;9.50;1091.00;big
